monitor,native_id,period_start,period_midpoint,period_end,concentration,count
,CE,2012-11-25,2012-12-02,2012-12-09,9.67857142857143,14
,CE,2012-12-09,2012-12-16,2012-12-23,9.157142857142857,14
,CE,2012-12-23,2012-12-30,2013-01-06,11.342857142857143,14
,CE,2013-01-06,2013-01-13,2013-01-20,16.42142857142857,14
,CE,2013-01-20,2013-01-27,2013-02-03,14.335714285714287,14
,CE,2013-02-03,2013-02-10,2013-02-17,11.533333333333333,12
,CE,2013-02-17,2013-02-24,2013-03-03,9.007142857142858,14
,CE,2013-03-03,2013-03-10,2013-03-17,9.89285714285714,14
,CE,2013-03-17,2013-03-24,2013-03-31,11.135714285714284,14
,CE,2013-03-31,2013-04-07,2013-04-14,8.77142857142857,14
,CE,2013-04-14,2013-04-21,2013-04-28,9.407142857142858,14
,CE,2013-04-28,2013-05-05,2013-05-12,11.885714285714286,14
,CE,2013-05-12,2013-05-19,2013-05-26,5.15,14
,CE,2013-05-26,2013-06-02,2013-06-09,8.585714285714287,14
,CE,2013-06-09,2013-06-16,2013-06-23,8.242857142857142,14
,CE,2013-06-23,2013-06-30,2013-07-07,11.992857142857144,14
,CE,2013-07-07,2013-07-14,2013-07-21,11.992857142857142,14
,CE,2013-07-21,2013-07-28,2013-08-04,11.128571428571428,14
,CE,2013-08-04,2013-08-11,2013-08-18,11.249999999999998,14
,CE,2013-08-18,2013-08-25,2013-09-01,10.842857142857142,14
,CE,2013-09-01,2013-09-08,2013-09-15,12.664285714285715,14
,CE,2013-09-15,2013-09-22,2013-09-29,10.335714285714287,14
,CE,2013-09-29,2013-10-06,2013-10-13,12.128571428571432,14
,CE,2013-10-13,2013-10-20,2013-10-27,18.807142857142857,14
,CE,2013-10-27,2013-11-03,2013-11-10,12.935714285714287,14
,CE,2013-11-10,2013-11-17,2013-11-24,11.671428571428573,14
,CE,2013-11-24,2013-12-01,2013-12-08,22.87857142857143,14
,CE,2014-06-08,2014-06-15,2014-06-22,4.328571428571428,14
,CE,2014-06-22,2014-06-29,2014-07-06,4.414285714285714,14
,CE,2014-07-06,2014-07-13,2014-07-20,6.757142857142857,14
,CE,2014-08-17,2014-08-24,2014-08-31,8.242857142857142,28
,CE,2014-08-31,2014-09-07,2014-09-14,6.3500000000000005,26
,CE,2014-09-14,2014-09-21,2014-09-28,7.095652173913043,23
,CE,2014-09-28,2014-10-05,2014-10-12,9.577777777777776,27
,CE,2014-10-12,2014-10-19,2014-10-26,6.285714285714287,28
,CE,2014-10-26,2014-11-02,2014-11-09,7.621428571428571,28
,CE,2014-11-09,2014-11-16,2014-11-23,14.474074074074073,27
,CE,2014-11-23,2014-11-30,2014-12-07,8.451851851851853,27
,CE,2014-12-07,2014-12-14,2014-12-21,6.64074074074074,27
,CE,2014-12-21,2014-12-28,2015-01-04,11.988235294117647,17
,CE,2015-01-04,2015-01-11,2015-01-18,11.815384615384618,26
,CE,2015-01-18,2015-01-25,2015-02-01,10.564705882352943,17
,CE,2015-02-01,2015-02-08,2015-02-15,9.394444444444444,18
,CE,2015-02-15,2015-02-22,2015-03-01,8.714285714285714,28
,CE,2015-03-01,2015-03-08,2015-03-15,11.007142857142854,28
,CE,2015-03-15,2015-03-22,2015-03-29,6.277777777777778,27
,CE,2015-03-29,2015-04-05,2015-04-12,5.527272727272727,22
,CE,2015-04-12,2015-04-19,2015-04-26,6.352173913043478,23
,CE,2015-04-26,2015-05-03,2015-05-10,7.66923076923077,13
,CE,2015-05-10,2015-05-17,2015-05-24,8.835714285714285,14
,CE,2015-05-24,2015-05-31,2015-06-07,8.457142857142857,14
,CE,2015-06-07,2015-06-14,2015-06-21,9.507142857142856,14
,CE,2015-07-05,2015-07-12,2015-07-19,11.535714285714286,14
,CE,2015-07-19,2015-07-26,2015-08-02,8.238461538461538,13
,CE,2015-08-02,2015-08-09,2015-08-16,9.285714285714286,14
,CE,2015-08-16,2015-08-23,2015-08-30,10.87857142857143,14
,CE,2015-08-30,2015-09-06,2015-09-13,7.814285714285712,14
,CE,2015-09-13,2015-09-20,2015-09-27,6.807142857142858,14
,CE,2015-09-27,2015-10-04,2015-10-11,11.178571428571429,14
,CE,2015-10-11,2015-10-18,2015-10-25,11.171428571428573,14
,CE,2015-10-25,2015-11-01,2015-11-08,10.414285714285713,14
,CE,2015-11-08,2015-11-15,2015-11-22,8.221428571428572,14
,CE,2015-11-22,2015-11-29,2015-12-06,15.814285714285717,14
,CE,2015-12-06,2015-12-13,2015-12-20,7.978571428571428,14
,CE,2015-12-20,2015-12-27,2016-01-03,10.028571428571428,14
,CE,2016-01-03,2016-01-10,2016-01-17,14.792857142857141,14
,CE,2016-01-17,2016-01-24,2016-01-31,8.8,14
,CE,2016-01-31,2016-02-07,2016-02-14,10.378571428571428,14
,CE,2016-02-14,2016-02-21,2016-02-28,8.535714285714286,14
,CE,2016-02-28,2016-03-06,2016-03-13,7.1,14
,CE,2016-03-13,2016-03-20,2016-03-27,6.8571428571428585,14
,CE,2016-03-27,2016-04-03,2016-04-10,8.335714285714285,14
,CE,2016-04-10,2016-04-17,2016-04-24,6.4142857142857155,14
