monitor,native_id,period_start,period_midpoint,period_end,concentration,count
,530530029,2000-04-30,2000-05-07,2000-05-14,5.164285714285714,14
,530530029,2000-05-14,2000-05-21,2000-05-28,5.6499999999999995,14
,530530029,2000-05-28,2000-06-04,2000-06-11,6.971428571428573,14
,530530029,2000-06-11,2000-06-18,2000-06-25,5.7857142857142865,14
,530530029,2000-06-25,2000-07-02,2000-07-09,10.476923076923075,13
,530530029,2000-07-23,2000-07-30,2000-08-06,6.500000000000001,13
,530530029,2000-08-06,2000-08-13,2000-08-20,7.071428571428572,14
,530530029,2000-08-20,2000-08-27,2000-09-03,6.2285714285714295,14
,530530029,2000-09-03,2000-09-10,2000-09-17,7.700000000000001,14
,530530029,2000-09-17,2000-09-24,2000-10-01,12.585714285714285,14
,530530029,2000-10-01,2000-10-08,2000-10-15,12.538461538461538,13
,530530029,2000-10-15,2000-10-22,2000-10-29,17.985714285714284,14
,530530029,2000-10-29,2000-11-05,2000-11-12,21.97692307692308,13
,530530029,2000-11-26,2000-12-03,2000-12-10,26.435714285714283,14
,530530029,2000-12-10,2000-12-17,2000-12-24,18.076923076923077,13
,530530029,2000-12-24,2000-12-31,2001-01-07,22.985714285714284,14
,530530029,2001-01-07,2001-01-14,2001-01-21,23.828571428571426,14
,530530029,2001-01-21,2001-01-28,2001-02-04,18.76153846153846,13
,530530029,2001-02-18,2001-02-25,2001-03-04,23.407142857142862,14
,530530029,2001-03-04,2001-03-11,2001-03-18,11.314285714285715,14
,530530029,2001-03-18,2001-03-25,2001-04-01,8.778571428571428,14
,530530029,2001-04-01,2001-04-08,2001-04-15,8.135714285714284,14
,530530029,2001-04-29,2001-05-06,2001-05-13,6.899999999999999,14
,530530029,2001-05-13,2001-05-20,2001-05-27,6.064285714285715,14
,530530029,2001-05-27,2001-06-03,2001-06-10,4.415384615384616,13
,530530029,2001-06-10,2001-06-17,2001-06-24,4.5928571428571425,14
,530530029,2001-06-24,2001-07-01,2001-07-08,6.885714285714286,14
,530530029,2001-07-08,2001-07-15,2001-07-22,5.785714285714286,14
,530530029,2001-07-22,2001-07-29,2001-08-05,5.285714285714286,14
,530530029,2001-08-05,2001-08-12,2001-08-19,8.485714285714286,14
,530530029,2001-08-19,2001-08-26,2001-09-02,6.014285714285714,14
,530530029,2001-09-02,2001-09-09,2001-09-16,8.121428571428572,14
,530530029,2001-09-16,2001-09-23,2001-09-30,9.169230769230769,13
,530530029,2001-09-30,2001-10-07,2001-10-14,9.614285714285714,14
,530530029,2001-10-14,2001-10-21,2001-10-28,11.578571428571427,14
,530530029,2001-10-28,2001-11-04,2001-11-11,26.442857142857147,14
,530530029,2001-11-11,2001-11-18,2001-11-25,12.330769230769231,13
,530530029,2001-11-25,2001-12-02,2001-12-09,7.471428571428572,14
,530530029,2001-12-09,2001-12-16,2001-12-23,9.771428571428572,14
,530530029,2002-01-06,2002-01-13,2002-01-20,13.821428571428568,14
,530530029,2002-01-20,2002-01-27,2002-02-03,8.214285714285714,14
,530530029,2002-02-03,2002-02-10,2002-02-17,16.871428571428574,14
,530530029,2002-02-17,2002-02-24,2002-03-03,12.942857142857145,14
,530530029,2002-03-03,2002-03-10,2002-03-17,8.335714285714285,14
,530530029,2002-03-17,2002-03-24,2002-03-31,7.857142857142856,14
,530530029,2002-03-31,2002-04-07,2002-04-14,6.728571428571429,14
,530530029,2002-04-14,2002-04-21,2002-04-28,6.485714285714287,14
,530530029,2002-04-28,2002-05-05,2002-05-12,6.578571428571429,14
,530530029,2002-05-12,2002-05-19,2002-05-26,6.557142857142857,14
,530530029,2002-05-26,2002-06-02,2002-06-09,4.514285714285714,14
,530530029,2002-06-09,2002-06-16,2002-06-23,7.235714285714287,14
,530530029,2002-07-07,2002-07-14,2002-07-21,6.633333333333334,12
,530530029,2002-07-21,2002-07-28,2002-08-04,6.428571428571429,14
,530530029,2002-08-04,2002-08-11,2002-08-18,7.328571428571428,14
,530530029,2002-08-18,2002-08-25,2002-09-01,6.921428571428572,14
,530530029,2002-09-01,2002-09-08,2002-09-15,6.261538461538461,13
,530530029,2002-09-15,2002-09-22,2002-09-29,7.300000000000002,14
,530530029,2002-09-29,2002-10-06,2002-10-13,9.021428571428572,14
,530530029,2002-10-13,2002-10-20,2002-10-27,20.52307692307692,13
,530530029,2002-10-27,2002-11-03,2002-11-10,27.12142857142857,14
,530530029,2002-11-10,2002-11-17,2002-11-24,14.399999999999999,13
,530530029,2002-12-08,2002-12-15,2002-12-22,9.835714285714285,14
,530530029,2002-12-22,2002-12-29,2003-01-05,12.328571428571427,14
,530530029,2010-01-10,2010-01-17,2010-01-24,8.392307692307693,13
,530530029,2010-01-24,2010-01-31,2010-02-07,11.392857142857142,14
,530530029,2010-02-07,2010-02-14,2010-02-21,10.507142857142856,14
,530530029,2010-04-04,2010-04-11,2010-04-18,5.6230769230769235,13
,530530029,2010-04-18,2010-04-25,2010-05-02,4.05,14
,530530029,2010-05-02,2010-05-09,2010-05-16,4.892857142857143,14
,530530029,2010-05-16,2010-05-23,2010-05-30,3.578571428571429,14
,530530029,2010-05-30,2010-06-06,2010-06-13,3.3500000000000005,14
,530530029,2010-06-13,2010-06-20,2010-06-27,3.6214285714285714,14
,530530029,2010-06-27,2010-07-04,2010-07-11,5.353846153846154,13
,530530029,2010-07-11,2010-07-18,2010-07-25,5.628571428571429,14
,530530029,2010-07-25,2010-08-01,2010-08-08,5.742857142857142,14
,530530029,2010-08-08,2010-08-15,2010-08-22,8.192307692307692,13
,530530029,2010-08-22,2010-08-29,2010-09-05,4.635714285714286,14
,530530029,2010-09-05,2010-09-12,2010-09-19,4.757142857142857,14
,530530029,2010-10-03,2010-10-10,2010-10-17,8.042857142857143,14
,530530029,2010-10-17,2010-10-24,2010-10-31,12.857142857142856,14
,530530029,2010-10-31,2010-11-07,2010-11-14,8.623076923076923,13
